personId:ID,name,aliases:string[],roles:string[],offices:string[],evidence:string[],:LABEL
P000893,突騎施守忠,金河王突騎施守忠,,兼衛尉卿|驍衛大將軍,遣使冊驍衛大將軍、兼衛尉卿、金河王突騎施守忠為歸化可汗,Person
P000894,尚贊吐,,,吐蕃大臣,吐蕃贊普遣其大臣尚贊吐來逆女,Person
P000895,勃祿星,,,吐蕃使,吐蕃贊普遣使勃祿星奉進國信,Person
P000896,王光辅,,,长安令,便幸長安令王光輔馬嵬北原莊,Person
P000897,燕钦融,,谏臣,前许州司兵参军|许州司兵参军,五月，丁卯，許州司兵參軍偃師燕欽融復上言：「皇后淫亂，干預國政，宗族強盛；安樂公主、武延秀、宗楚客圖危宗社。」|追贈郎岌、燕欽融諫議大夫。|前許州司兵參軍燕欽融上書,Person
P000898,裴谈,,,刑部尚书|同中书门下三品,以刑部尚書裴談...同中書門下三品,Person
P000899,张喜福,,,同中书门下平章事|吏部尚书,吏部尚書張喜福...同中書門下平章事,Person
P000900,岑羲,,官员|謀逆者,中书侍郎|中书舍人|侍中|同中书门下三品|同中书门下平章事|天官員外郎|户部尚书|秘书少监,戶部尚書岑羲為侍中|並同中書門下三品|戶部尚書岑羲|中書舍人岑羲為之...羲改秘書少監|韋嗣立薦廣武令岑羲曰……遂拜天官員外郎。,Person
P000901,薛简,,,右监门大将军,右監門大將軍薛簡帥兵五百人往均州,Person
P000902,新兴王,宗正卿|晋,王,宗正卿,宗正卿晉封新興王,Person
P000903,讳,临淄王,王,,臨淄王諱舉兵誅諸韋、武,Person
P000904,窦希,,,礼部尚书,因幸禮部尚書竇希宅,Person
P000905,张嘉福,,,,張嘉福河北道,Person
P000906,張漢陽,,,,所以張漢陽徘徊於克復,Person
P000907,狄梁公,,梁公,梁公,狄梁公哽咽以奏論,Person
P000908,桓,,,,桓、敬由之覆族,Person
P000909,敬,,,,桓、敬由之覆族,Person
P000910,節愍,,,,節愍所以興戈,Person
P000911,艷妻,,妻,,縱艷妻之煽黨,Person
P000912,妖女,,女,,信妖女以撓權,Person
P000913,薛崇簡,崇簡,太平公主之子|郡王,,以子崇簡從|太平公主子薛崇簡|以薛崇簡為立節郡王,Person
P000914,越國公,潁川郡公|鐘紹京,,中書令|中書侍郎|戶部尚書|苑總監,中書侍郎、潁川郡公鐘紹京為中書令|中書令鐘紹京為戶部尚書、越國公|苑總監鐘紹京|鐘紹京為中書侍郎,Person
P000915,韋溫,,,,韋溫、宗楚客、紀處訥等謀傾宗社|誅韋溫、紀處訥、宗楚客……,Person
P000916,郭元振,郭震,受罚者|平定参与者|边将|隨駕者,主客郎中|代國公|兵部尚書|右武衛冑曹參軍|同中書門下三品|同中書門下平章事|吏部尚書|太僕卿|安西大都護|御史大夫|朔方道行軍大總管|涼州都督|金山道行軍總管|隴右諸軍大使,太后遣右武衛冑曹參軍貴鄉郭元振往察其宜|郭元振兼御史大夫|兵部尚書、代國公郭元振坐虧失軍容，配流新州|兵部尚書郭元振|己未，太僕卿郭元振...同中書門下平章事,Person
P000917,宋璟,,官员,侍中|凤阁舍人|吏部尚書|尚書|尚書右丞相|尚書左丞相|廣平郡公|御史中丞|楚州刺史|開府儀同三司|黃門監|黄门侍郎,尚書右丞相宋璟以年老請致仕，許之|御史中丞宋璟鞫之。|時自武三思以下，皆謹事易之兄弟，璟獨不爲之禮|乙酉，尚書右丞相、開府儀同三司兼吏部尚書宋璟為尚書左丞相...|璟與大理丞封全禎奏……,Person
P000918,李日知,,,侍中|刑部尚書|左臺御史大夫|戶部尚書|黃門侍郎,秋七月，刑部尚書李日知卒。|己未...黃門侍郎李日知為左臺御史大夫|冬十月甲辰...侍中李日知為戶部尚書|丙申，李日知為侍中,Person
P000919,竇懷貞,,官员|謀逆者|谋反者,侍中|僕射|同中書門下三品|同中書門下平章事|尚書右僕射|尚書左僕射|左臺御史大夫|御史大夫|殿中監,左臺御史大夫竇懷貞|竇懷貞為尚書右僕射|壬戌，殿中監竇懷貞為左臺御史大夫、同中書門下平章事|秋七月甲子，太平公主與僕射竇懷貞、侍中岑羲、中書令蕭至忠、左羽林大將軍常元楷等謀逆|竇懷貞為尚書左僕射,Person
P000920,金仙公主,西城公主,公主,,辛丑，改西城公主為金仙公主...仍置金仙、玉真兩觀,Person
P000921,玉真公主,昌隆公主,公主,,辛丑...昌隆公主為玉真公主，仍置金仙、玉真兩觀,Person
P000922,魏知古,,官员,侍中|同中书门下三品|同中書門下三品|工部尚書|户部尚书|散騎常侍|著作郎|黃門監,賴朱敬則及鳳閣舍人桓彥范、著作郎陸澤魏知古保救得免|黃門監魏知古工部尚書，罷知政事|魏知古為戶部尚書|甲辰，工部尚書魏知古卒。|魏知古為侍中,Person
P000923,陸象先,,,中書侍郎|同中書門下平章事|同州刺史|太子少保|戶部尚書,遣戶部尚書陸象先往汝、許等州存撫賑給|命太子少保陸象先、戶部尚書杜暹等七人往諸道宣慰賑給|庚子，特進張說復為尚書左丞相，同州刺史陸象先為太子少保。|冬十月甲辰...中書侍郎陸象先同中書門下平章事,Person
P000924,竇希玠,,,太子少傅|禮部尚書,己巳...禮部尚書竇希玠為太子少傅,Person
P000925,孫儉,,官员,幽州都督,幽州都督孫儉率左驍衛將軍李楷洛...儉沒於陣,Person
P000926,李楷洛,,官员,左驍衛將軍,左驍衛將軍李楷洛,Person
P000927,周以悌,,官员,右威衞將軍|左威衛將軍|經略使,左威衛將軍周以悌|經略使、右威衞將軍周以悌説之曰……,Person
P000928,李大輔,,奚族首领,,與奚首領李大輔戰於硎山,Person
P000929,上皇,,觀燈者,,上元日夜，上皇御安福門觀燈，出內人連袂踏歌，縱百僚觀之，一夜方罷。,Person
P000930,嚴挺之,,諫官,太府卿|左拾遺,左拾遺嚴挺之上疏諫之，乃止。|太府卿嚴挺之,Person
P000931,常元楷,,謀逆者,左羽林大將軍,秋七月甲子，太平公主與僕射竇懷貞、侍中岑羲、中書令蕭至忠、左羽林大將軍常元楷等謀逆,Person
P000932,薛稷,,被誅者,太子少保|控鶴監內供奉|鳳閣舍人,窮其黨與，太子少保薛稷、左散騎常侍賈膺福、右羽林將軍李慈李欽、中書舍人李猷、中書令崔湜、尚書左丞盧藏用、太史令傅孝忠、僧惠範等皆誅之。|鳳閣舍人薛稷...皆為控鶴監內供奉|稷，元超之從子也,Person
P000933,賈膺福,,被誅者,左散騎常侍,窮其黨與，太子少保薛稷、左散騎常侍賈膺福、右羽林將軍李慈李欽、中書舍人李猷、中書令崔湜、尚書左丞盧藏用、太史令傅孝忠、僧惠範等皆誅之。,Person
P000934,李慈,,被誅者,右羽林將軍,窮其黨與，太子少保薛稷、左散騎常侍賈膺福、右羽林將軍李慈李欽、中書舍人李猷、中書令崔湜、尚書左丞盧藏用、太史令傅孝忠、僧惠範等皆誅之。,Person
P000935,李欽,,被誅者,右羽林將軍,窮其黨與，太子少保薛稷、左散騎常侍賈膺福、右羽林將軍李慈李欽、中書舍人李猷、中書令崔湜、尚書左丞盧藏用、太史令傅孝忠、僧惠範等皆誅之。,Person
P000936,李猷,,被誅者,中書舍人,窮其黨與，太子少保薛稷、左散騎常侍賈膺福、右羽林將軍李慈李欽、中書舍人李猷、中書令崔湜、尚書左丞盧藏用、太史令傅孝忠、僧惠範等皆誅之。,Person
P000937,盧藏用,,被誅者,尚書左丞|左拾遺,窮其黨與，太子少保薛稷、左散騎常侍賈膺福、右羽林將軍李慈李欽、中書舍人李猷、中書令崔湜、尚書左丞盧藏用、太史令傅孝忠、僧惠範等皆誅之。|左拾遺盧藏用上疏……藏用，承慶之弟孫也。,Person
P000938,傅孝忠,,被誅者,太史令,窮其黨與，太子少保薛稷、左散騎常侍賈膺福、右羽林將軍李慈李欽、中書舍人李猷、中書令崔湜、尚書左丞盧藏用、太史令傅孝忠、僧惠範等皆誅之。,Person
P000939,僧惠範,,僧人|被誅者,,窮其黨與，太子少保薛稷、左散騎常侍賈膺福、右羽林將軍李慈李欽、中書舍人李猷、中書令崔湜、尚書左丞盧藏用、太史令傅孝忠、僧惠範等皆誅之。,Person
P000940,僧婆陀,,僧人|請願者,,初，有僧婆陀請夜開門然燈百千炬，三日三夜。,Person
P000941,孝和,,,,孝和既已失之|贊曰：孝和、玄真，皆肖先人。|孝和之世,Person
P000942,二張,,,,二張之第,Person
P000943,三王,,,,三王之門,Person
P000944,玄真,,,,玄真亦未為得|贊曰：孝和、玄真，皆肖先人。,Person
P000945,天子,,,,天子慊巡邊之詔,Person
P000946,宮臣,,,,宮臣致禦魅之科,Person
P000947,麻嗣宗,,,長上折沖,長上折沖麻嗣宗,Person
P000948,葛福順,,,押萬騎果毅,押萬騎果毅葛福順,Person
P000949,李仙鳧,,,押萬騎果毅,李仙鳧,Person
P000950,普潤,,僧,,寶昌寺僧普潤,Person
P000951,馮道力,,道士,,道士馮道力、處士劉承祖皆善於占兆,Person
P000952,劉承祖,,處士,都水使者,道士馮道力、處士劉承祖皆善於占兆|都水使者劉承祖配流雷州,Person
P000953,韓禮,,術士,,使術士韓禮筮之,Person
P000954,韋播,,,羽林將軍,分遣萬騎往玄武門殺羽林將軍韋播,Person
P000955,高嵩,,,羽林將軍,分遣萬騎往玄武門殺羽林將軍韋播、高嵩,Person
P000956,趙國公王琚,王琚,功臣|受封者,中書侍郎|戶部尚書|澤州刺史|紫微侍郎|趙國公|銀青光祿大夫,王琚為中書侍郎，加實封二百戶|王琚為銀青光祿大夫、戶部尚書，封趙國公...|紫微侍郎、趙國公王琚左授澤州刺史,Person
P000957,盧懷慎,,新任宰相,同紫微黃門平章事|吏部尚書|檢校黃門監|門下侍郎|黃門侍郎|黃門監,辛丑，黃門監兼吏部尚書盧懷慎卒。|癸卯，黃門侍郎盧懷慎為檢校黃門監。|門下侍郎盧懷慎同紫微黃門平章事,Person
P000958,薛訥,薛讷,,並州大都督府長史|右羽林衞將軍|同紫微黃門三品|攝左羽林將軍|檢校左衛大將軍|隴右防禦使,右羽林衞將軍薛訥……爲之副|起薛訥攝左羽林將軍、隴右防禦使|甲申，並州大都督府長史兼檢校左衛大將軍薛訥同紫微黃門三品,Person
P000959,郭虔瓘,,,右驍衛將軍,右驍衛將軍郭虔瓘擊敗之，斬同俄於城下,Person
P000960,同俄特勤,,,,突厥默啜遣其子同俄特勤率眾寇北庭都護府,Person
P000961,石失畢,火拔頡利發石失畢,,左衛員外大將軍,突厥默啜妹婿火拔頡利發石失畢與其妻來奔，封燕山郡王，授左衛員外大將軍,Person
P000962,申王成義,,,司徒|豳州刺史,司徒、申王成義為豳州刺史,Person
P000963,邠王守禮,,,司空|虢州刺史,司空、邠王守禮為虢州刺史,Person
P000964,張仁願,韓國公張仁願,將領,兵部尚書致仕|右屯衛大將軍|同中書門下三品|幽州刺史|朔方道大總管,朔方道大總管張仁願築三受降城於河上|以左屯衞大將軍、朔方道大總管張仁願同中書門下三品|冬，十月，丁丑，命左屯衛將軍張仁願充朔方道大總管，以擊突厥|以幽州刺史張仁願專知幽、平、媯、檀防禦|五月，戊戌，以右屯衛大將軍張仁願為朔方道大總管，以備突厥,Person
P000965,杜賓客,,,副將,薛訥與副將杜賓客、崔宣道等總兵六萬|蕭嵩又遣杜賓客擊吐蕃於祁連城,Person
P000966,崔宣道,,,副將,薛訥與副將杜賓客、崔宣道等總兵六萬,Person
P000967,竇希瑊,,,光祿卿|太子太傅,光祿卿竇希瑊為太子太傅,Person
P000968,殤帝,襄王重茂,,房州刺史,房州刺史、襄王重茂薨於梁州，謚曰殤帝,Person
P000969,柳沖,昭文館學士柳沖,,昭文館學士,昭文館學士柳沖、太子左庶子劉子玄刊定《姓族系錄》二百卷,Person
P000970,劉子玄,,,太子左庶子,昭文館學士柳沖、太子左庶子劉子玄刊定《姓族系錄》二百卷,Person
P000971,王海賓,判將軍王海賓|豐安軍使郎將王海賓,,判將軍|豐安軍使郎將,豐安軍使郎將、判將軍王海賓先鋒力戰，死之,Person
P000972,洽,嗣真|棣王洽|鄫王,棣王|皇子|鄫王,太原冀北牧|太子少傅|河北諸軍節度大使,棣王洽為太原冀北牧、河北諸軍節度大使|封皇子嗣真為鄫王|鄫王嗣真改名洽，徙封棣王|棣王洽為太子少傅,Person
P000973,滉,嗣玄|榮王滉|鄄王,榮王|皇子,京兆牧|隴右節度大使,榮王滉為京兆牧、隴右節度大使|嗣玄為鄄王|嗣玄改名滉，封榮王,Person
P000974,周慶立,,,右威衛中郎將|安南市舶使,時右威衛中郎將周慶立為安南市舶使,Person
P000975,殿中侍御史柳澤,柳澤,,殿中侍御史|監選使,監選使、殿中侍御史柳澤上書諫,Person
P000976,高文簡,高麗莫離支高文簡,莫離支,,十姓部落左廂五咄六啜、右廂五弩失畢五俟斤，及高麗莫離支高文簡、都督鳷跌思太等，各率其眾自突厥相繼來奔，前後總二千餘帳。,Person
P000977,鳷跌思太,都督鳷跌思太,都督,,十姓部落左廂五咄六啜、右廂五弩失畢五俟斤，及高麗莫離支高文簡、都督鳷跌思太等，各率其眾自突厥相繼來奔，前後總二千餘帳。,Person
P000978,馬懷素,,,光祿卿|左散騎常侍|監察御史,以光祿卿馬懷素為左散騎常侍，與右散騎常侍褚無量並充侍讀。|監察御史馬懷素劾奏之。,Person
P000979,妖賊崔子巖,崔子巖,妖賊,,丁亥，妖賊崔子巖等入相州作亂。,Person
P000980,長孫昕,,皇后妹婿,尚衣奉御,四年春正月癸未，尚衣奉御長孫昕恃以皇后妹婿，與其妹夫楊仙玉毆擊御史大夫李傑，上令朝堂斬昕以謝百官。,Person
P000981,楊仙玉,,,,四年春正月癸未，尚衣奉御長孫昕恃以皇后妹婿，與其妹夫楊仙玉毆擊御史大夫李傑,Person
P000982,李傑,,,御史大夫,四年春正月癸未，尚衣奉御長孫昕恃以皇后妹婿，與其妹夫楊仙玉毆擊御史大夫李傑,Person
P000983,李乂,房子李乂,官員,中山郡公|中書舍人|刑部尚書,中書舍人房子李乂上疏諫曰：「江南鄉人采捕為業...」|刑部尚書、中山郡公李乂卒。,Person
P000984,小殺,,可汗,,默啜兄子小殺繼立為可汗,Person
P000985,畢構,毕构,官员,中书舍人|太子詹事|戶部尚書|润州刺史,冬十月癸丑，戶部尚書、新除太子詹事畢構卒。|中書舍人偃師畢構次當讀表...出構為潤州刺史,Person
P000986,蘇頲,,,中書侍郎|同紫微黃門平章事|監察御史|禮部尚書|紫微侍郎|許國公,禮部尚書蘇頲卒|侍中宋璟為開府儀同三司，中書侍郎蘇頲為禮部尚書，並罷知政事|敕禮部尚書蘇頲、刑部尚書韋抗、工部尚書戶從願等分掌選事|太后乃命監察御史蘇頲按覆俊臣等舊獄|頲，夔之曾孫也,Person
P000987,辛景初,,,,以辛景初女封為固安縣主，妻於奚首領饒樂郡王大酺。,Person
P000988,固安縣主,辛景初女,县主,,以辛景初女封為固安縣主，妻於奚首領饒樂郡王大酺。,Person
P000989,饒樂郡王,大酺|奚首領,郡王|首领,,以辛景初女封為固安縣主，妻於奚首領饒樂郡王大酺。,Person
P000990,嗣一,夏王(追封)|皇帝第九子,皇子,,皇帝第九子嗣一薨，追封夏王，謚曰悼。,Person
P000991,故許王男,琳,,,封故許王男琳為嗣越王，以繼其後。,Person
P000992,申王捴,,申王,司徒|虢州刺史|鄧州刺史,司徒兼鄧州刺史、申王捴兼虢州刺史。,Person
P000993,王毛仲,,,左武衛大將軍|霍國公,三月丁酉，左武衛大將軍、霍國公王毛仲加特進。,Person
P000994,大祚榮,,,渤海靺鞨郡王,渤海靺鞨郡王大祚榮死,Person
P000995,武藝,,,,其子武藝嗣位,Person
P000996,王仁皎,,,開府儀同三司,夏四月癸酉，開府儀同三司王仁皎薨。,Person
P000997,張嘉貞,河東伯,官员,中书令|中書令|中書侍郎|前平鄕尉|工部尚書|并州大督府長史|幽州刺史|戶部尚書|監察御史|臺州刺史,張嘉貞為中書令|前平鄕尉猗氏張嘉貞有異才|戶部尚書、河東伯張嘉貞貶臺州刺史|秋七月辛丑，工部尚書張嘉貞卒。|即拜監察御史,Person
P000998,皇子敏,懷王,,,皇子敏薨，追封懷王，謚曰哀,Person
P000999,楊敬述,,,涼州都督,涼州都督楊敬述為所敗,Person
P001000,王晙,中山公,官员,兵部尚书|兵部尚書|同中书门下三品|吏部尚书|幽州都督|御史大夫|戶部尚書|朔方节度使|殿中侍御史|河北郡兵马使|河西兵马使|蕲州刺史|陇右兵马使,殿中侍御史景城王晙復奏申理元忠|王晙為朔方節度使，兼知河北郡、隴右、河西兵馬使。|六月，王晙赴朔方軍。|吏部尚書、中山公王晙為兵部尚書、同中書門下三品。|以御史大夫王晙為兵部尚書兼幽州都督,Person
P001001,韋抗,,,刑部尚書|御史大夫|朔方總管|黃門侍郎,黃門侍郎韋抗為御史大夫、朔方總管以御之|敕禮部尚書蘇頲、刑部尚書韋抗、工部尚書戶從願等分掌選事,Person
P001002,欲谷,,,,突厥欲谷寇甘、涼等州,Person
P001003,何黑奴,,大将军,,為多覽殺大將軍何黑奴,Person
P001004,石神奴,,伪将军,,偽將軍石神奴、康鐵頭等,Person
P001005,康铁头,,伪将军,,偽將軍石神奴、康鐵頭等,Person
P001006,康待宾,,伪叶护|叛胡首领,,偽稱葉護康待賓|集諸酋長，斬康待賓,Person
P001007,安慕容,,伪叶护|叛胡首领,,偽稱葉護康待賓、安慕容,Person
P001008,许景先,,,给事中,給事中許景先抗疏罷之,Person
P001009,元行冲,,,左散骑常侍,左散騎常侍元行沖上《群書目錄》二百卷，藏之內府,Person
P001010,李鬱於,,契丹首領,松漠都督,封契丹首領松漠都督李鬱於為松漠郡王,Person
P001011,李魯蘇,,奚王|奚首領,饒樂都督,奚首領饒樂都督李魯蘇為饒樂郡王|魯蘇妻東光公主韋氏|出降奚首領饒樂郡王李魯蘇|奚王李魯蘇來奔,Person
P001012,楚國公,姜皎,,秘書監,秘書監、楚國公姜皎坐事，詔杖之六十，配流欽州，死於路,Person
P001013,光帝,權梁山,京兆人,,京兆人權梁山偽稱襄王男，自號光帝,Person
P001014,權楚璧,,黨,,與其黨權楚璧,Person
P001015,裴伷先,,,京兆尹|嶺南按察使,御史大夫李朝隱、京兆尹裴伷先為副|嶺南按察使裴伷先上言安南賊帥梅叔鸞等攻圍州縣,Person
P001016,楊思勖,,宦官,內侍|宮闈令|行內常侍|銀青光祿大夫|鎮軍大將軍|驃騎大將軍|驃騎將軍,遣驃騎將軍兼內侍楊思勖討之|遣驃騎大將軍楊思勖討之|以楊思勖為銀青光祿大夫，行內常侍|宮闈令石城楊思勖在上側，請擊之。...思勖挺刃斬之|遣鎮軍大將軍兼內侍楊思勖討平之,Person
P001017,梅叔鸞,,安南賊帥,,安南賊帥梅叔鸞等攻圍州縣,Person
P001018,康願子,,,,張說擒康願子於木盤山,Person
P001019,義珣,嗣澤王,,,封故澤王上金男義珣為嗣澤王,Person
P001020,瓘,嗣許王,,鄂州別駕,嗣許王瓘左授鄂州別駕,Person
P001021,璆,,上金嗣子,,以弟璆為上金嗣故也,Person
P001022,信安王,信安王禕|信安郡王|嗣江王|禕,信安王,副大使|禮部尚書|開府儀同三司,戊辰，信安王獻奚、契丹之俘，上御應天門受之。|三月，信安王禕與幽州長史趙含章大破奚、契丹於幽州之北山。|二十年春正月乙卯，以禮部尚書、信安王禕率兵討契丹。|六月丁丑，單于大都護、河北東道行軍元帥、忠王浚加司徒，都護如故；副大使信安王禕加開府儀同三司。|甲寅，禮部尚書、信安王禕帥眾攻拔吐蕃石堡城。,Person
P001023,示俞,嗣蜀王|廣漢郡王,,,嗣蜀王示俞為廣漢郡王,Person
P001024,徹,嗣密王|濮陽郡王,,,嗣密王徹為濮陽郡王,Person
P001025,嗣曹王,濟國公|臻,,,嗣曹王臻為濟國公,Person
P001026,琚,中山郡王|嗣趙王,,,嗣趙王琚為中山郡王,Person
P001027,武陽郡王,堪|澧國公,,,武陽郡王堪為澧國公,Person
P001028,守一,,駙馬都尉,太子少保|澤州別駕,後弟太子少保、駙馬都尉守一貶為澤州別駕，至藍田，賜死,Person
P001029,覃行璋,,五溪首領,,五溪首領覃行璋反,Person
P001030,程行諶,,,御史大夫,御史大夫程行諶奏：「周朝酷吏來子珣、萬國俊、...」,Person
P001031,涺,光王涺,光王,五府節度大使|廣州都督,第八子涺封為光王|光王涺為廣州都督、五府節度大使,Person
P001032,濰,儀王濰,儀王,河南牧,儀王濰為河南牧|第十二男濰封為儀王,Person
P001033,沄,,潁王,,第十三男沄封為潁王,Person
P001034,澤,永王澤,永王,荊州大都督,第十六男澤封為永王|永王澤為荊州大都督,Person
P001035,清,壽王清,壽王,劍南節度大使|益州大都督,第十八男清封為壽王|壽王清為益州大都督、劍南節度大使,Person
P001036,洄,延王洄,延王,安西大都護|磧西節度大使,延王洄為安西大都護、磧西節度大使|第二十男洄封為延王,Person
P001037,沐,盛王沐,盛王,揚州大都督,盛王沐為揚州大都督|第二十一男沐封為盛王,Person
P001038,濟王,溢,濟王|皇子,,第二十二男溢封為濟王|封皇子溢為濟王,Person
P001039,戶從願,,,工部尚書,敕禮部尚書蘇頲、刑部尚書韋抗、工部尚書戶從願等分掌選事,Person
P001040,劉定高,,妖賊,,妖賊劉定高率其黨夜犯通洛門，盡擒斬之。,Person
P001041,來子珣,,酷吏,侍御史,周朝酷吏來子珣、萬國俊、王弘義、...|侍御史來子珣誣尚衣奉御劉行感兄弟謀反,Person
P001042,萬國俊,司刑評事萬國俊,官员|酷吏,司刑評事|攝監察御史,周朝酷吏來子珣、萬國俊、王弘義、...|司刑評事萬國俊攝監察御史就按之,Person
P001043,王弘義,,酷吏,,周朝酷吏來子珣、萬國俊、王弘義、...,Person
P001044,侯思止,侍御史侯思止|醴泉人侯思止,僕|官员|賣餅者|酷吏,侍御史|游擊將軍,擢思止為游擊將軍|即以為朝散大夫、侍御史|醴泉人侯思止，始以賣餅為業，後事游擊將軍高元禮為僕|周朝酷吏來子珣、萬國俊、王弘義、...|侍御史侯思止私畜錦,Person
P001045,郭霸,,谄媚者|酷吏,寧陵丞|監察御史,周朝酷吏來子珣、萬國俊、王弘義、...|寧陵丞廬江郭霸以謅諛干太后，拜監察御史|因嘗其糞，喜曰：「大夫糞甘則可憂...」,Person
P001046,焦仁亶,,酷吏,,周朝酷吏來子珣、萬國俊、王弘義、...,Person
P001047,張知默,,酷吏,,周朝酷吏來子珣、萬國俊、王弘義、...,Person
P001048,李敬仁,,酷吏,,周朝酷吏來子珣、萬國俊、王弘義、...,Person
P001049,周興,,酷吏,文昌右丞,或告文昌右丞周興與丘神勣通謀|興與索元禮、來俊臣競為暴刻|周朝酷吏來子珣、萬國俊、王弘義、...|其周興等所劾破家者，並請雪免。,Person
P001050,索元禮,,酷吏,,興與索元禮、來俊臣競為暴刻|周朝酷吏來子珣、萬國俊、王弘義、...|元禮殘酷尤甚，太后亦殺之以慰人望,Person
P001051,曹仁哲,,酷吏,,周朝酷吏來子珣、萬國俊、王弘義、...,Person
P001052,王景昭,,酷吏,,周朝酷吏來子珣、萬國俊、王弘義、...,Person
P001053,裴籍,,酷吏,,周朝酷吏來子珣、萬國俊、王弘義、...,Person
P001054,李秦授,,酷吏,,周朝酷吏來子珣、萬國俊、王弘義、...,Person
P001055,劉光業,,酷吏,,周朝酷吏來子珣、萬國俊、王弘義、...,Person
P001056,王德壽,,酷吏,,周朝酷吏來子珣、萬國俊、王弘義、...,Person
P001057,屈貞筠,,酷吏,,周朝酷吏來子珣、萬國俊、王弘義、...,Person
P001058,鮑思恭,,酷吏,,周朝酷吏來子珣、萬國俊、王弘義、...,Person
P001059,劉景陽,,酷吏,,周朝酷吏來子珣、萬國俊、王弘義、...,Person
P001060,王處貞,,酷吏,,周朝酷吏來子珣、萬國俊、王弘義、...,Person
P001061,陳嘉言,,酷吏,,陳嘉言、魚承曄、皇甫文備、傅游藝四人，情狀雖輕...,Person
P001062,魚承曄,,酷吏,,陳嘉言、魚承曄、皇甫文備、傅游藝四人，情狀雖輕...,Person
P001063,皇甫文備,,酷吏,司刑少卿,陳嘉言、魚承曄、皇甫文備、傅游藝四人，情狀雖輕...|周允元與司刑少卿皇甫文備奏內史豆盧欽望、同平章事韋巨源、杜景儉、蘇味道、陸元方附會李昭德，不能匡正,Person
P001064,王君㚟,,,涼州都督,涼州都督王君㚟破吐蕃於青海之西|回紇部落殺王君㚟於甘州之鞏筆驛,Person
P001065,黎敬仁,,,左監門將軍,遣左監門將軍黎敬仁往河北賑給貧乏,Person
P001066,崔隱甫,,,御史大夫,尚書右丞相張說、御史大夫崔隱甫、中丞宇文融以朋黨相構,Person
P001067,宇文融,,,中丞|戶部侍郎|昭州平樂尉|汝州刺史|鴻臚卿|黃門侍郎,尚書右丞相張說、御史大夫崔隱甫、中丞宇文融以朋黨相構|六月甲戌，...戶部侍郎兼鴻臚卿宇文融為黃門侍郎...|九月壬子，宇文融左遷汝州刺史，俄又貶昭州平樂尉。,Person
P001068,田元獻,,,瓜州刺史,吐蕃寇瓜州，執刺史田元獻及王君㚟父壽,Person
P001069,壽,,王君㚟父,,執刺史田元獻及王君㚟父壽,Person
P001070,梅錄啜,,突厥大臣,,突厥毗伽可汗使其大臣梅錄啜來朝,Person
P001071,趙頤貞,,,副大都護|安西副大都護,副大都護趙頤貞擊走之|安西副大都護趙頤貞敗吐蕃於曲子城,Person
P001072,陳行範,,獠首領,瀧州刺史,春、瀧等州獠首領瀧州刺史陳行範、廣州首領馮仁智、何游魯叛,Person
P001073,馮仁智,,廣州首領,,春、瀧等州獠首領瀧州刺史陳行範、廣州首領馮仁智、何游魯叛,Person
P001074,何游魯,,首領,,春、瀧等州獠首領瀧州刺史陳行範、廣州首領馮仁智、何游魯叛,Person
P001075,張守珪,,將領,幽州長史|瓜州刺史,吐蕃寇瓜州，刺史張守珪擊破之|幽州長史張守珪發兵討契丹,Person
P001076,張志亮,,,鄯州都督,檢校兵部尚書蕭嵩、鄯州都督張志亮攻拔吐蕃門城,Person
P001077,金興光,,新羅王,,新羅王金興光遣使貢方物,Person
P001078,張審素,,,巂州都督,十七年二月丁卯，巂州都督張審素攻破蠻，拔昆明城及鹽城，殺獲萬人。,Person
P001079,杜暹,,,戶部尚書|荊州大都督府長史|黃門侍郎,命太子少保陸象先、戶部尚書杜暹等七人往諸道宣慰賑給|六月甲戌，...黃門侍郎杜暹為荊州大都督府長史...,Person
P001080,李元紘,,,中書侍郎|曹州刺史,六月甲戌，...中書侍郎李元紘為曹州刺史。,Person
P001081,裴光庭,,,中書侍郎|侍中|兵部侍郎|吏部尚書|御史大夫|黃門侍郎,壬寅，裴光庭為黃門侍郎...|裴光庭兼吏部尚書|己卯，中書侍郎裴光庭兼御史大夫...|六月甲戌，...兵部侍郎裴光庭為中書侍郎...|黃門侍郎裴光庭為侍中，依舊兼御史大夫,Person
P001082,元行沖,,,太子賓客,庚申，前太子賓客元行沖卒。,Person
P001083,可突干,,契丹衙官,,契丹衙官可突干殺其主李召固,Person
P001084,李召固,,契丹主,,契丹衙官可突干殺其主李召固|召固妻東華公主陳氏,Person
P001085,東華公主,陳氏,公主,,召固妻東華公主陳氏,Person
P001086,趙含章,,,幽州長史,三月，信安王禕與幽州長史趙含章大破奚、契丹於幽州之北山。|庚寅，幽州長史趙含章坐盜用庫物，左監門員外將軍楊元方受含章饋餉，並於朝堂決杖，流瀼州，皆賜死於路。|制幽州長史趙含章率兵討之,Person
P001087,李朝隱,,,吏部員外郎|御史大夫,御史大夫李朝隱、京兆尹裴伷先為副|吏部員外郎李朝隱前後執破一千四百餘人……|御史大夫李朝隱奏請,Person
P001088,範安及,,,,其月，遣範安及於長安廣花萼樓，築夾城至芙蓉園。|令範安及、韓朝宗就瀍、洛水源疏決,Person
P001089,韓朝宗,,,,令範安及、韓朝宗就瀍、洛水源疏決,Person
