timeId:ID,text,normalized,evidence,confidence:float,:LABEL
T002229,九月壬子,開元十七年九月壬子,九月壬子，宇文融左遷汝州刺史，俄又貶昭州平樂尉。,0.9,TimeAnchor
T002230,壬寅,開元十七年九月壬寅,壬寅，裴光庭為黃門侍郎，依舊知政事。,0.9,TimeAnchor
T002231,冬十月戊午朔,開元十七年冬十月戊午朔,冬十月戊午朔，日有蝕之，不盡如鉤。,0.9,TimeAnchor
T002232,癸未,開元十七年冬十月癸未,癸未，睦州獻竹實。,0.9,TimeAnchor
T002233,庚申,開元十七年冬十月庚申,庚申，前太子賓客元行沖卒。,0.9,TimeAnchor
T002234,十一月庚申,開元十七年十一月庚申,十一月庚申，親饗九廟。,0.9,TimeAnchor
T002235,辛卯,開元十七年十一月辛卯,辛卯，發京師。,0.9,TimeAnchor
T002236,丙申,開元十七年十一月丙申,丙申，謁橋陵。,0.9,TimeAnchor
T002237,戊戌,開元十七年十一月戊戌,戊戌，謁定陵。,0.9,TimeAnchor
T002238,己亥,開元十七年十一月己亥,己亥，謁獻陵。,0.9,TimeAnchor
T002239,壬寅,開元十七年十一月壬寅,壬寅，謁昭陵。,0.9,TimeAnchor
T002240,乙巳,開元十七年十一月乙巳,乙巳，謁乾陵。,0.9,TimeAnchor
T002241,戊申,開元十七年十一月戊申,戊申，車駕還宮。,0.9,TimeAnchor
T002242,十二月辛酉,開元十七年十二月辛酉,十二月辛酉，幸溫泉宮。,0.9,TimeAnchor
T002243,乙丑,開元十七年十二月乙丑,乙丑，校獵渭濱。,0.9,TimeAnchor
T002244,壬申,開元十七年十二月壬申,壬申，至自溫泉宮。,0.9,TimeAnchor
T002245,是冬,開元十七年冬,是冬無雪。,0.9,TimeAnchor
T002246,開元十八年,开元十八年,【小节标题】開元十八年,0.95,TimeAnchor
T002247,十八年春正月辛卯,开元十八年春正月辛卯,十八年春正月辛卯，黃門侍郎裴光庭為侍中，依舊兼御史大夫。,0.95,TimeAnchor
T002248,丙午,开元十八年正月丙午,丙午，幸薛王業宅，即日還宮。,0.95,TimeAnchor
T002249,二月丙寅,开元十八年二月丙寅,二月丙寅，大雨雪，俄而雷震，左飛龍廄災。,0.95,TimeAnchor
T002250,三月辛卯,开元十八年三月辛卯,三月辛卯，改定州縣上中下戶口之數，依舊給京官職田。,0.95,TimeAnchor
T002251,夏四月乙卯,开元十八年四月乙卯,夏四月乙卯，築京城外郭城，凡十月而功畢。,0.95,TimeAnchor
T002252,壬戌,开元十八年四月壬戌,壬戌，幸寧親公主第，即日還宮。,0.95,TimeAnchor
T002253,乙丑,开元十八年四月乙丑,乙丑，裴光庭兼吏部尚書。,0.95,TimeAnchor
T002254,丁卯,开元十八年四月丁卯,丁卯，侍臣已下宴於春明門外寧王憲之園池，上御花萼樓邀其回騎，便令坐飲，遞起為舞，頒賜有差。,0.95,TimeAnchor
T002255,五月,开元十八年五月,五月，契丹衙官可突干殺其主李召固，率部落降於突厥，奚部落亦隨西叛。,0.95,TimeAnchor
T002256,六月庚申,开元十八年六月庚申,六月庚申，命左右丞相、尚書及中書門下五品已上官，舉才堪邊任及刺史者。,0.95,TimeAnchor
T002257,甲子,开元十八年六月甲子,甲子，彗星見於五車。,0.95,TimeAnchor
T002258,癸酉,开元十八年六月癸酉,癸酉，有星孛于畢、昴。,0.95,TimeAnchor
T002259,丙子,开元十八年六月丙子,丙子，命單于大都護、忠王浚為河北道行軍元帥，御史大夫李朝隱、京兆尹裴伷先為副，率十八總管以討契丹及奚等。事竟不行。,0.95,TimeAnchor
T002260,壬午,开元十八年六月壬午,壬午，東都瀍、洛泛漲，壞天津、永濟二橋及提象門外仗舍，損居人廬舍千餘家。,0.95,TimeAnchor
T002261,閏月甲申,开元十八年闰月甲申,閏月甲申，分幽州置薊州。,0.95,TimeAnchor
T002262,已丑,开元十八年闰月已丑,已丑，令範安及、韓朝宗就瀍、洛水源疏決，置門以節水勢。,0.95,TimeAnchor
T002263,辛卯,开元十八年闰月辛卯,辛卯，禮部奏請千秋節休假三日，及村閭社會，並就千秋節先賽白帝，報田祖，然後坐飲散之。,0.95,TimeAnchor
T002264,秋七月庚辰,开元十八年七月庚辰,秋七月庚辰，幸寧王憲第，即日還宮。,0.95,TimeAnchor
T002265,八月丁亥,开元十八年八月丁亥,八月丁亥，上御花萼樓，以千秋節百官獻賀，賜四品已上金鏡、珠囊、縑彩，賜五品已下束帛有差。上賦八韻詩，又制《秋景詩》。,0.95,TimeAnchor
T002266,辛亥,开元十八年八月辛亥,辛亥，幸永穆公主宅，即日還宮。,0.95,TimeAnchor
T002267,九月乙卯,开元十八年九月乙卯,九月，先是高戶捉官本錢；乙卯，御史大夫李朝隱奏請薄稅百姓一年租錢充，依舊高戶及典正等捉，隨月收利，供官人稅錢。,0.95,TimeAnchor
T002268,冬十月,开元十八年十月,冬十月，吐蕃遣其大臣名悉獵獻方物，請降，許之。,0.95,TimeAnchor
T002269,庚寅,开元十八年十月庚寅,庚寅，幸岐州之鳳泉湯。,0.95,TimeAnchor
T002270,癸卯,开元十八年十月癸卯,癸卯，至自鳳泉湯。,0.95,TimeAnchor
T002271,十一月丁卯,开元十八年十一月丁卯,十一月丁卯，幸新豐溫泉宮。,0.95,TimeAnchor
T002272,十二月戊子,开元十八年十二月戊子,十二月戊子，豐州刺史袁振坐妖言下獄死。,0.95,TimeAnchor
T002273,戊申,开元十八年十二月戊申,戊申，尚書左丞相、燕國公張說薨。,0.95,TimeAnchor
T002275,二十年春正月乙卯,開元二十年正月乙卯,二十年春正月乙卯，以禮部尚書、信安王禕率兵討契丹。,0.9,TimeAnchor
T002276,丁巳,開元二十年正月丁巳,丁巳，幸長芬公主宅；,0.9,TimeAnchor
T002277,乙丑,開元二十年正月乙丑,乙丑，幸薛王業宅：並即日還宮。,0.9,TimeAnchor
T002278,二月己未,開元二十年二月己未,二月己未，敕文武選人，承前例三月三十日為例，然開選門，比團甲進官至夏來。自今已後，選門並正月內開，團甲二月內訖。分命宰相錄京城諸獄系囚。,0.9,TimeAnchor
T002279,三月,開元二十年三月,三月，信安王禕與幽州長史趙含章大破奚、契丹於幽州之北山。,0.9,TimeAnchor
T002280,夏四月乙亥,開元二十年四月乙亥,夏四月乙亥，宴百僚於上陽東州，醉者賜以床褥，肩輿而歸，相屬於路。,0.9,TimeAnchor
T002281,癸巳,開元二十年四月癸巳,癸巳，改造天津橋，毀皇津橋，合為一橋。,0.9,TimeAnchor
T002282,五月癸卯,開元二十年五月癸卯,五月癸卯，寒食上墓，宜編入五禮，永為恆式。,0.9,TimeAnchor
T002283,辛亥,開元二十年五月辛亥,辛亥，金仙長公主薨。,0.9,TimeAnchor
T002284,戊辰,開元二十年五月戊辰,戊辰，信安王獻奚、契丹之俘，上御應天門受之。,0.9,TimeAnchor
T002285,六月丁丑,開元二十年六月丁丑,六月丁丑，單于大都護、河北東道行軍元帥、忠王浚加司徒，都護如故；副大使信安王禕加開府儀同三司。,0.9,TimeAnchor
T002286,庚寅,開元二十年六月庚寅,庚寅，幽州長史趙含章坐盜用庫物，左監門員外將軍楊元方受含章饋餉，並於朝堂決杖，流瀼州，皆賜死於路。,0.9,TimeAnchor
T002287,其月,開元二十年六月,其月，遣範安及於長安廣花萼樓，築夾城至芙蓉園。,0.9,TimeAnchor
T002288,秋七月戊辰,開元二十年七月戊辰,秋七月戊辰，幸寧王憲宅，即日還宮。,0.9,TimeAnchor
T002289,八月辛未朔,開元二十年八月辛未,八月辛未朔，日有蝕之。,0.9,TimeAnchor
T002290,己卯,開元二十年八月己卯,己卯，戶部尚書王晙卒。,0.9,TimeAnchor
T002291,九月乙巳,開元二十年九月乙巳,九月乙巳，中書令蕭嵩等奏上《開元新禮》一百五十卷，制所司行用之。,0.9,TimeAnchor
T002292,渤海靺鞨寇登州,開元二十年九月,渤海靺鞨寇登州，殺刺史韋俊，命左領軍將軍蓋福順發兵討之。,0.9,TimeAnchor
T002293,冬十月丙戌,開元二十年十月丙戌,冬十月丙戌，命巡幸所至，有賢才未聞達者舉之。仍令中書門下疏決囚徒。,0.9,TimeAnchor
T002294,辛卯,開元二十年十月辛卯,辛卯，至潞州之飛龍宮，給復三年，兵募丁防先差未發者，令改出餘州。,0.9,TimeAnchor
T002295,辛丑,開元二十年十月辛丑,辛丑，至北都。,0.9,TimeAnchor
T002296,癸丑,開元二十年十月癸丑,癸丑，曲赦太原，給復三年。,0.9,TimeAnchor
T002297,十一月庚午,開元二十年十一月庚午,十一月庚午，祀后土於脽上，大赦天下，左降官量移近處。內外文武官加一階，開元勛臣盡假紫及緋。大酺三日。,0.9,TimeAnchor
T002298,十二月壬申,開元二十年十二月壬申,十二月壬申，至京師。,0.9,TimeAnchor
T002299,其年,開元二十年,其年戶部計戶七百八十六萬一千二百三十六，口四千五百四十三萬一千二百六十五。,0.9,TimeAnchor
T002300,開元二十一年,開元二十一年,開元二十一年,0.9,TimeAnchor
T002301,二十一年春正月庚子朔,開元二十一年正月庚子朔,二十一年春正月庚子朔，制令士庶家藏《老子》一本，每年貢舉人量減《尚書》、《論語》兩條策，加《老子》策,0.9,TimeAnchor
T002302,乙巳,開元二十一年正月乙巳,乙巳，遷祔肅明皇后神主於廟，毀儀坤廟,0.9,TimeAnchor
T002303,丁巳,開元二十一年正月丁巳,丁巳，幸溫泉宮,0.9,TimeAnchor
T002304,己未,開元二十一年正月己未,己未，命工部尚書李嵩使於吐蕃,0.9,TimeAnchor
T002305,癸亥,開元二十一年正月癸亥,癸亥，至自溫泉宮,0.9,TimeAnchor
T002306,三月乙巳,開元二十一年三月乙巳,三月乙巳，侍中裴光庭薨,0.9,TimeAnchor
T002307,甲寅,開元二十一年三月甲寅,甲寅，尚書右丞韓休為黃門侍郎、同中書門下平章事,0.9,TimeAnchor
T002308,閏月,開元二十一年閏月,閏月，幽州道副總管郭英傑等討契丹，為所敗於都山之下，英傑死之,0.9,TimeAnchor
T002309,夏四月丁巳,開元二十一年四月丁巳,夏四月丁巳，以久旱，命太子少保陸象先、戶部尚書杜暹等七人往諸道宣慰賑給，及令黜陟官吏，疏決囚徒,0.9,TimeAnchor
T002310,丁酉,開元二十一年四月丁酉,丁酉，寧王憲為太尉，薛王業為司徒，慶王潭為太子太師，忠王浚為開府儀同三司，棣王洽為太子少傅，鄂王涓為太子太保,0.9,TimeAnchor
T002311,五月甲申,開元二十一年五月甲申,五月甲申，皇太子納妃薛氏。制天下死罪降從流，流已下釋放。京文武官賜勛一轉,0.9,TimeAnchor
T002312,秋七月乙丑朔,開元二十一年七月乙丑朔,秋七月乙丑朔，日有蝕之,0.9,TimeAnchor
T002313,九月壬午,開元二十一年九月壬午,九月壬午，封皇子溢為濟王，沔為信王，泚為義王，漼為陳王，澄為豐王，潓為恆王，漩為涼王，滔為深王,0.9,TimeAnchor
T002314,冬十月庚戌,開元二十一年十月庚戌,冬十月庚戌，幸溫泉宮,0.9,TimeAnchor
T002315,十一月戊子,開元二十一年十一月戊子,十一月戊子，尚書右丞相宋璟以年老請致仕，許之,0.9,TimeAnchor
T002316,十二月丁未,開元二十一年十二月丁未,十二月丁未，兵部尚書、徐國公蕭嵩為尚書右丞相，黃門侍郎韓休為兵部尚書，並罷知政事。京兆尹裴耀卿為黃門侍郎，前中書侍郎張九齡起復舊官，並同中書門下平章事,0.9,TimeAnchor
T002318,開元二十二年,開元二十二年,【小节标题】開元二十二年,0.95,TimeAnchor
T002319,二十二年春正月癸亥朔,開元二十二年春正月癸亥朔,二十二年春正月癸亥朔，制古聖帝明皇、嶽瀆海鎮用牲牢，餘並以酒酺充奠。,0.95,TimeAnchor
T002320,己巳,開元二十二年正月己巳,己巳，幸東都。,0.95,TimeAnchor
T002321,辛未,開元二十二年正月辛未,辛未，太府卿嚴挺之、戶部侍郎裴寬於河南存問賑給。,0.95,TimeAnchor
T002322,乙酉,開元二十二年正月乙酉,乙酉，懷、衛、邢、相等五州乏糧，遣中書舍人裴敦復巡問，量給種子。,0.95,TimeAnchor
T002323,己丑,開元二十二年正月己丑,己丑，至東都。,0.95,TimeAnchor
T002324,二月壬寅,開元二十二年二月壬寅,二月壬寅，秦州地震，廨宇及居人廬舍崩壞殆盡，壓死官吏已下四十餘人，殷殷有聲，仍連震不止。,0.95,TimeAnchor
T002325,辛亥,開元二十二年二月辛亥,辛亥，初置十道採訪處置使。,0.95,TimeAnchor
T002326,三月,開元二十二年三月,三月，沒京兆商人任令方資財六十餘萬貫。,0.95,TimeAnchor
T002327,壬午,開元二十二年三月壬午,壬午，欲令不禁私鑄錢，遣公卿百僚詳議可否。眾以為不可，遂止。,0.95,TimeAnchor
T002328,四月乙未,開元二十二年四月乙未,四月乙未，伊西、北庭且依舊為節度。廢太廟署，以太常寺奉宗廟。,0.95,TimeAnchor
T002329,庚子,開元二十二年四月庚子,庚子，唐州界準勝州例立表，測候日晷影長短。,0.95,TimeAnchor
T002330,乙巳,開元二十二年四月乙巳,乙巳，詔京都見禁囚徒，令中書門下及留守檢覆降罪，天下諸州委刺史。,0.95,TimeAnchor
T002331,丁未,開元二十二年四月丁未,丁未，眉州鼎皇山下江水中得寶鼎。,0.95,TimeAnchor
T002332,甲寅,開元二十二年四月甲寅,甲寅，北庭都護劉渙謀反，伏誅。,0.95,TimeAnchor
T002333,五月戊子,開元二十二年五月戊子,五月戊子，黃門侍郎裴耀卿為侍中，中書侍郎張九齡為中書令，黃門侍郎李林甫為禮部尚書、同中書門下平章事。,0.95,TimeAnchor
T002334,是夏,開元二十二年夏季,是夏，上自於苑中種麥，率皇太子已下躬自收獲，謂太子等曰：「此將薦宗廟，是以躬親，亦欲令汝等知稼穡之難也。」因分賜侍臣，謂曰：「比歲令人巡檢苗稼，所對多不實，故自種植以觀其成；且《春秋》書麥禾，豈非古人所重也！」,0.95,TimeAnchor
T002335,六月乙未,開元二十二年六月乙未,六月乙未，遣左金吾將軍李佺於赤嶺與吐蕃分界立碑。,0.95,TimeAnchor
T002336,七月己巳,開元二十二年七月己巳,七月己巳，司徒、薛王業薨，追謚為惠宣太子。,0.95,TimeAnchor
T002337,甲申,開元二十二年七月甲申,甲申，遣中書令張九齡充河南開稻田使。,0.95,TimeAnchor
T002338,八月,開元二十二年八月,八月，先是駕至東都，遣侍中裴耀卿充江淮、河南轉運使，河口置輸場。,0.95,TimeAnchor
T002339,壬寅,開元二十二年八月壬寅,壬寅，於輸場東置河陰縣。,0.95,TimeAnchor
T002340,九月壬申,開元二十二年九月壬申,九月壬申，改饒樂都督府為奉誠都督府。,0.95,TimeAnchor
T002341,辛巳,開元二十二年九月辛巳,辛巳，移登州平海軍於海口安置。,0.95,TimeAnchor
T002342,冬十月甲辰,開元二十二年十月甲辰,冬十月甲辰，試司農卿陳思問以贓私配流瀼州。,0.95,TimeAnchor
T002343,十二月戊子朔,開元二十二年十二月戊子朔,十二月戊子朔，日有蝕之。,0.95,TimeAnchor
T002344,乙巳,開元二十二年十二月乙巳,乙巳，幽州長史張守珪發兵討契丹，斬其王屈烈及其大臣可突幹於陣，傳首東都，餘叛奚皆散走山谷。立其酋長李過折為契丹王。,0.95,TimeAnchor
T002346,二十三年春正月己亥,開元二十三年春正月己亥,二十三年春正月己亥，親耕籍田，上加至九推而止，卿已下終其畝。,0.9,TimeAnchor
T002347,三月丁卯,開元二十三年三月丁卯,三月丁卯，殿中侍御史楊萬頃為仇人所殺。,0.9,TimeAnchor
T002348,夏五月戊寅,開元二十三年夏五月戊寅,夏五月戊寅，宗子請率月俸於興慶宮建龍池，上《聖德頌》。,0.9,TimeAnchor
T002349,秋七月丙子,開元二十三年秋七月丙子,秋七月丙子，皇太子鴻改名瑛，慶王直已下十四王並改名。又封皇子玭為義王，珪為陳王，珙為豐王，琪為恆王，璿為涼王，璥為汴王。其榮王琬已下並開府置官屬，各食實封二千戶。,0.9,TimeAnchor
T002350,八月戊子,開元二十三年八月戊子,八月戊子，制鰥寡惸獨免今年地稅之半，江淮已南有遭水處，本道使賑給之。,0.9,TimeAnchor
T002351,九月戊申,開元二十三年九月戊申,九月戊申，移泗州就臨淮縣置。,0.9,TimeAnchor
T002352,冬十月辛亥,開元二十三年冬十月辛亥,冬十月辛亥，移隸伊西、北庭都護屬四鎮節度。,0.9,TimeAnchor
T002353,十一月壬申朔,開元二十三年十一月壬申朔,十一月壬申朔，日有蝕之。,0.9,TimeAnchor
T002354,十二月,開元二十三年十二月,十二月，新羅遣使朝獻。,0.9,TimeAnchor
T002355,起玄黓敦牂，盡柔兆閹茂，凡五年,起于玄黓敦牂年，止于柔兆閹茂年，共五年,【唐紀十九】　起玄黓敦牂，盡柔兆閹茂，凡五年。,0.9,TimeAnchor
T002356,永淳元年（壬午，公元六八二年）,682年,【小节标题】高宗天皇大聖大弘孝皇帝下永淳元年（壬午，公元六八二年）,0.99,TimeAnchor
T002357,春，二月,682年二月,春，二月，作萬泉宮於藍田。,0.9,TimeAnchor
T002358,癸未,682年二月癸未日,癸未，改元，赦天下。,0.9,TimeAnchor
T002359,戊午,682年二月戊午日,戊午，立皇孫重照為皇太孫。,0.9,TimeAnchor
T002360,夏，四月，甲子朔,682年四月甲子日,夏，四月，甲子朔，日有食之。,0.9,TimeAnchor
T002361,丙寅,682年四月丙寅日,丙寅，發京師，留太子監國，使劉仁軌、裴炎、薛元超輔之。,0.9,TimeAnchor
T002362,辛未,682年四月辛未日,辛未，以禮部尚書聞喜憲公裴行儉為金牙道行軍大總管，帥右金吾將軍閻懷旦等三總管分道討西突厥。,0.9,TimeAnchor
T002363,乙酉,682年四月乙酉日,乙酉，車駕至東都。,0.9,TimeAnchor
T002364,丁亥,682年四月丁亥日,丁亥，以黃門侍郎穎川郭待舉、兵部侍郎岑長倩、秘書員外少監、檢校中書侍郎鼓城郭正一、吏部侍郎鼓城魏玄同並與中書門下同承受進止平章事。,0.9,TimeAnchor
T002365,五月，丙午,682年五月丙午日,五月，丙午，東都霖雨。,0.9,TimeAnchor
T002366,乙卯,682年五月乙卯日,乙卯，洛水溢，溺民居千餘家。,0.9,TimeAnchor
T002367,秋，七月,682年七月,秋，七月，作奉天宮於嵩山南。,0.9,TimeAnchor
T002368,冬，十月，丙寅,682年十月丙寅日,冬，十月，丙寅，黃門侍郎劉景先同中書門下平章事。,0.9,TimeAnchor
T002370,春，正月，甲午朔,弘道元年春正月甲午日,春，正月，甲午朔，上行幸奉天宮。,0.9,TimeAnchor
T002371,二月，庚午,弘道元年二月庚午日,二月，庚午，突厥寇定州，刺史霍王元軌擊卻之。,0.9,TimeAnchor
T002372,乙亥,弘道元年二月乙亥日,乙亥，復寇媯州。,0.9,TimeAnchor
T002373,三月，庚寅,弘道元年三月庚寅日,三月，庚寅，阿史那骨篤祿、阿史德元珍圍單于都護府，執司馬張行師，殺之。,0.9,TimeAnchor
T002374,庚子,弘道元年三月庚子日,庚子，以義琰為銀青光祿大夫，致仕。,0.9,TimeAnchor
T002375,癸丑,弘道元年三月癸丑日,癸丑，守中書令崔知溫薨。,0.9,TimeAnchor
T002376,夏，四月，己未,弘道元年夏四月己未日,夏，四月，己未，車駕還東都。,0.9,TimeAnchor
T002377,甲申,弘道元年四月甲申日,甲申，攻拔其城，擒鐵余，餘黨悉平。,0.9,TimeAnchor
T002378,五月，庚寅,弘道元年五月庚寅日,五月，庚寅，上幸芳桂宮，至合璧宮，遇大雨而還。,0.9,TimeAnchor
T002379,乙巳,弘道元年五月乙巳日,乙巳，突厥阿史那骨篤祿等寇蔚州，殺刺史李思儉...,0.9,TimeAnchor
T002380,六月,弘道元年六月,六月，突厥別部寇掠嵐州，偏將楊玄基擊走之。,0.9,TimeAnchor
T002381,秋，七月，己丑,弘道元年秋七月己丑日,秋，七月，己丑，立皇孫重福為唐昌王。,0.9,TimeAnchor
T002382,庚辰,弘道元年七月庚辰日,庚辰，詔以今年十月有事於嵩山；尋以上不豫，改用來年正月。,0.9,TimeAnchor
T002383,甲辰,弘道元年七月甲辰日,甲辰，徙相王輪為豫王，更名旦。,0.9,TimeAnchor
T002384,八月，己丑,弘道元年八月己丑日,八月，己丑，以將封嵩山，召太子赴東都...,0.9,TimeAnchor
T002385,冬，十月，己卯,弘道元年冬十月己卯日,冬，十月，己卯，太子至東都。,0.9,TimeAnchor
T002386,癸亥,弘道元年十月癸亥日,癸亥，車駕幸奉天宮。,0.9,TimeAnchor
T002387,十一月，丙戌,弘道元年十一月丙戌日,十一月，丙戌，詔罷來年封嵩山，上疾甚故也。,0.9,TimeAnchor
T002388,戊戌,弘道元年十一月戊戌日,戊戌，以右武衛將軍程務挺為單于道安撫大使...,0.9,TimeAnchor
T002389,丁未,弘道元年十一月丁未日,丁未，還東都，百官見於天津橋南。,0.9,TimeAnchor
T002390,十二月，丁巳,弘道元年十二月丁巳日,十二月，丁巳，改元，赦天下。,0.9,TimeAnchor
T002391,庚申,弘道元年十二月庚申日,庚申，裴炎奏太子未即位，未應宣敕...,0.9,TimeAnchor
T002392,甲子,弘道元年十二月甲子日,甲子，中宗即位，尊天后為皇太后，政事鹹取決焉。,0.9,TimeAnchor
T002393,甲戌,弘道元年十二月甲戌日,甲戌，以劉仁軌為左僕射，裴炎為中書令...,0.9,TimeAnchor
T002394,戊寅,弘道元年十二月戊寅日,戊寅，以劉景先為侍中。,0.9,TimeAnchor
T002395,壬午,弘道元年十二月壬午日,壬午，遣左威衛將軍王果、左監門將軍令狐智通...,0.9,TimeAnchor
T002397,春，正月，甲申朔,684年正月初一,春，正月，甲申朔，改元嗣聖，赦天下。,0.95,TimeAnchor
T002401,壬子,684年二月壬子,壬子，以永平郡王成器為皇太子，睿宗之長子。赦天下，改元文明。,0.9,TimeAnchor
T002403,辛酉,684年二月辛酉,辛酉，太后命左金吾將軍丘神勣詣巴州，檢校故太子賢宅，以備外虞，其實風使殺之。,0.9,TimeAnchor
T002405,戊戌,684年三月戊戌,太后乃歸罪於神勣，戊戌，舉哀於顯福門，貶神勣為疊州刺史。,0.9,TimeAnchor
T002407,丙申,684年（九月后）丙申,丙申，斬裴炎於都亭。,0.9,TimeAnchor
T002410,春，正月，丁未朔,685年正月丁未朔,春，正月，丁未朔，赦天下，改元。,0.9,TimeAnchor
T002411,庚戌,685年正月庚戌,庚戌，以騫味道守內史。,0.9,TimeAnchor
T002412,戊辰,685年正月戊辰,戊辰，文昌左相、同鳳閣鸞台三品樂城文獻公劉仁軌薨。,0.9,TimeAnchor
T002413,二月，癸未,685年二月癸未,二月，癸未，制：「朝堂所置登聞鼓及肺石，不須防守，有撾鼓立石者，令御史受狀以聞。」,0.9,TimeAnchor
T002414,乙巳,685年二月乙巳,乙巳，以春官尚書武承嗣、秋官尚書裴居道、右肅政大夫韋思謙並同鳳閣鸞台三品。,0.9,TimeAnchor
T002415,三月,685年三月,三月，正諫大夫、同平章事崔察罷。,0.9,TimeAnchor
T002416,丙辰,685年三月丙辰,丙辰，遷廬陵王於房州。,0.9,TimeAnchor
T002417,辛酉,685年三月辛酉,辛酉，武承嗣罷。,0.9,TimeAnchor
T002418,辛未,685年三月辛未,辛未，頒《垂拱格》。,0.9,TimeAnchor
T002419,夏，四月，丙子,685年四月丙子,太后聞之，夏，四月，丙子，貶味道為青州刺史，加禕之太中大夫。,0.9,TimeAnchor
T002420,癸未,685年四月癸未,癸未，突厥寇代州；淳於處平引兵救之，至忻州，為突厥所敗，死者五千餘人。,0.9,TimeAnchor
T002421,五月，丙午,685年五月丙午,五月，丙午，以裴居道為內史。納言王德真流象州。,0.9,TimeAnchor
T002422,己酉,685年五月己酉,己酉，以冬官尚書蘇良嗣為納言。,0.9,TimeAnchor
T002423,壬戌,685年五月壬戌,壬戌，制內外九品以上及百姓，咸令自舉。,0.9,TimeAnchor
T002424,壬申,685年五月壬申,壬申，韋方質同鳳閣鸞台三品。,0.9,TimeAnchor
T002425,六月,685年六月,六月，天官尚書韋待價同鳳閣鸞台三品。待價，萬石之兄也。,0.9,TimeAnchor
T002426,秋，七月，己酉,685年七月己酉,秋，七月，己酉，以文昌左丞魏玄同為鸞台侍郎、同鳳閣鸞台三品。,0.9,TimeAnchor
T002427,九月，丁卯,685年九月丁卯,九月，丁卯，廣州都督王果討反獠，平之。,0.9,TimeAnchor
T002428,冬，十一月，癸卯,685年十一月癸卯,冬，十一月，癸卯，命天官尚書韋待價為燕然道行軍大總管，以討突厥。,0.9,TimeAnchor
T002429,垂拱二年（丙戌，公元六八六年）,686年,【小节标题】高宗天皇大聖大弘孝皇帝下垂拱二年（丙戌，公元六八六年）,0.9,TimeAnchor
T002430,春，正月,686年正月,春，正月，太后下詔復政於皇帝。,0.9,TimeAnchor
T002431,辛酉,686年正月辛酉日,辛酉，赦天下。,0.9,TimeAnchor
T002432,二月，辛未朔,686年二月初一（辛未）,二月，辛未朔，日有食之。,0.9,TimeAnchor
T002433,三月，戊申,686年三月戊申日,三月，戊申，太后命鑄銅為匭，置之朝堂，以受天下表疏銘。,0.9,TimeAnchor
T002434,夏，四月,686年四月,夏，四月，太后鑄大儀，置北闕。,0.9,TimeAnchor
T002435,六月，辛未,686年六月辛未日,六月，辛未，以蘇良嗣為左相，同鳳閣鸞台三品韋待價為右相。,0.9,TimeAnchor
T002436,己卯,686年六月己卯日,己卯，以韋思謙為納言。,0.9,TimeAnchor
T002437,秋，九月，丁未,686年九月丁未日,秋，九月，丁未，以西突闕繼往絕可汗之子斛瑟羅為右玉鈐衛將軍，襲繼往絕可汗押五弩失畢部落。,0.9,TimeAnchor
T002438,己巳,686年九月己巳日,己巳，雍州言新豐縣東南有山踴出，改新豐為慶山縣。,0.9,TimeAnchor
T002439,強圉大淵獻,強圉大淵獻,起強圉大淵獻,0.9,TimeAnchor
T002440,重光單閼,重光單閼,盡重光單閼,0.9,TimeAnchor
T002441,五年,5年,凡五年,0.9,TimeAnchor
T002442,垂拱三年（丁亥，公元六八七年）,687年,【小节标题】則天順聖皇后上之下垂拱三年（丁亥，公元六八七年）,0.9,TimeAnchor
T002443,春，閏正月，丁卯,687年闰正月丁卯日,春，閏正月，丁卯，封皇子成美為恆王，隆基為楚王，隆范為衛王，隆業為趙王。,0.9,TimeAnchor
T002444,二月，丙辰,687年二月丙辰日,二月，丙辰，突厥骨篤祿等寇昌平，命左鷹揚大將軍黑齒常之帥諸軍討之。,0.9,TimeAnchor
T002445,三月，乙丑,687年三月乙丑日,三月，乙丑，納言韋思謙以太中大夫致仕。,0.9,TimeAnchor
T002446,夏，四月,687年四月,夏，四月，命蘇良嗣留守西京。,0.9,TimeAnchor
T002447,壬戌,687年四月壬戌日,壬戌，裴居道為納言。,0.9,TimeAnchor
T002448,五月，丙寅,687年五月丙寅日,五月，丙寅，夏官侍郎京兆張光輔為鳳閣侍郎、同平章事。,0.9,TimeAnchor
T002449,庚午,687年（五月后）庚午日,庚午，賜死於家。,0.9,TimeAnchor
T002450,秋，七月，壬辰,687年七月壬辰日,秋，七月，壬辰，魏玄同檢校納言。,0.9,TimeAnchor
T002451,九月，己卯,687年九月己卯日,九月，己卯，虢州人楊初成詐稱郎將，矯制於都市募人迎廬陵王於房州；事覺，伏誅。,0.9,TimeAnchor
T002452,冬，十月，庚子,687年十月庚子日,冬，十月，庚子，右監門衛中郎將爨寶璧與突厥骨篤祿、元珍戰，全軍皆沒，寶璧輕騎遁歸。,0.9,TimeAnchor
T002453,十一月，戊寅,687年十一月戊寅日,太后以孝逸有功，十一月，戊寅，減死除名，流儋州而卒。,0.9,TimeAnchor
T002455,垂拱四年（戊子，公元六八八年）,688年,【小节标题】則天順聖皇后上之下垂拱四年（戊子，公元六八八年）,0.99,TimeAnchor
T002456,春，正月，甲子,688年春正月甲子,春，正月，甲子，於神都立高祖、太宗、高宗三廟,0.95,TimeAnchor
