eventId:ID,name,event_type,time,place,participants:string[],description,outcomes:string[],evidence:string[],confidence:float,:LABEL
E002136,武则天策试贡士,科举制度,690年二月辛酉,洛城殿,中宗,武则天在洛城殿亲自考核贡士。,开创殿试制度,二月，辛酉，太后策貢士於洛城殿。貢士殿試自此始。,0.95,Event
E002137,侯思止告密升迁,告密政治,690年七月,恆州,侯思止|裴贞|舒王元名|中宗,侯思止受判司指使，诬告恆州刺史裴贞与舒王元名谋反，导致元名被废、其子被杀、裴贞族灭，侯思止获授游击将军并求为御史。,舒王元名废徙和州|豫章王但被杀|裴贞族灭|侯思止任侍御史,恆州刺史裴貞杖一判司，判司使思止告貞與舒王元名謀反，秋，七月，辛巳，元名坐廢，徙和州，壬午，殺其子豫章王但；貞亦族滅。擢思止為游擊將軍。...太后悅，即以為朝散大夫、侍御史。,0.95,Event
E002138,王弘义酷吏行径,司法暴行,690年,汾州、麗景門,衡水人王弘義|王安仁|毛公,王弘义以诬告手段残害多人，包括斩杀王安仁父子、汾州司马毛公，并戏称丽景门制狱为「例竟门」。,王安仁父子被杀|毛公被斩|朝臣人人自危,衡水人王弘義，素無行...安仁不服，弘義即於枷上刎其首；又捕其子，適至，亦刎其首...道過汾州，司馬毛公與之對食，須臾，叱毛公下階，斬之...時置制獄於麗景門內，入是獄者，非死不出，弘義戲呼為「例竟門」。,0.95,Event
E002139,武则天称帝改国号,政权更迭,690年九月壬午,,中宗|傅遊藝|群臣|皇帝(唐睿宗),在傅游艺率众上表及群臣祥瑞奏报后，武则天接受请求，改唐为周，登基称帝，尊号圣神皇帝，赐皇帝姓武氏为皇嗣。,国号由唐改为周|武则天称圣神皇帝|立武氏七庙|皇帝李旦改姓武氏为皇嗣,庚辰，太后可皇帝及群臣之請。壬午，御則天數，赦天下，以唐為周，改元。乙酉，上尊號曰聖神皇帝，以皇帝為皇嗣，賜姓武氏；以皇太子為皇孫。丙戌，立武氏七廟於神都...,0.95,Event
E002140,宗室清洗与酷吏政治,政治清洗,690年八月至十月,,中宗|中宗|周兴|侯思止|衡水人王弘義|韦方质|邢文伟,武承嗣指使周兴诬告泽王上金、许王素节谋反，二人被杀；八月大规模诛杀宗室及亲党；宗秦客、邢文伟等被贬；韦方质被杀；同时徐有功、杜景俭、李日知坚持平恕司法。,唐宗室殆尽|酷吏横行|平恕法官受敬重,武承嗣使周興羅告隋州刺史澤王上金、舒州刺史許王素節謀反...上金自殺。...八月，甲寅，殺太子少保、納言裴居道；癸亥，殺尚書左丞張行廉。辛未，殺南安王穎等宗室十二人...丁卯，殺流人韋方質。辛未，內史邢文偉坐附會宗秦客貶珍州刺史...唯司刑丞徐有功、杜景儉獨存平恕...,0.95,Event
E002141,太后受尊号于万象神宫,礼仪,691年正月癸酉朔,萬象神宮,中宗,太后首次在万象神宫接受尊号，旗帜尚赤。,,正月，癸酉朔，太后始受尊號於萬象神宮，旗幟尚赤。,0.99,Event
E002142,改置社稷于神都,政治,691年正月甲戌,神都,中宗,将社稷祭祀场所改置于神都。,,甲戌，改置社稷於神都。,0.99,Event
E002143,纳武氏神主并改唐庙名,礼仪,691年正月辛巳,太廟,中宗,将武氏神主纳入太庙；长安唐太庙改名享德庙，仅享高祖以下三庙，余室关闭；长安崇先庙改名崇尊庙。,唐太廟改名享德廟|崇先廟改名崇尊廟,辛巳，納武氏神主於太廟；唐太廟之在長安者，更命曰享德廟。四時唯享高祖已下三廟，餘四室皆閉不享。又改長安崇先廟為崇尊廟。,0.99,Event
E002144,大享明堂,礼仪,691年正月乙酉,明堂,中宗,冬至日于明堂大享，祀昊天上帝，百神从祀，武氏祖宗与唐三帝同配享。,,乙酉，日南至，大享明堂，祀昊天上帝，百神從祀，武氏祖宗配享，唐三帝亦同配。,0.99,Event
E002145,李嗣真上疏谏酷吏,谏议,691年,,李嗣真|中宗,李嗣真上疏指出酷吏横行、狱政弊端，谏言审慎用刑，太后未采纳。,太后不聽,御史中丞知大夫事李嗣真以酷吏縱橫，上疏，以為：「今告事紛紜...恐為社稷之禍。」太后不聽。,0.99,Event
E002146,来俊臣鞫周兴事件,司法,691年,,來俊臣|周興|中宗,周兴被控与丘神勣通谋，来俊臣鞫问时用其自献‘请君入瓮’之法使其服罪；太后免死，流放岭南途中被仇家所杀。,周興流放嶺南|周興被殺,或告文昌右丞周興與丘神勣通謀...俊臣乃索大甕...興惶恐，叩頭服罪。法當死，太后原之。二月，流行嶺南，在道，為仇家所殺。,0.99,Event
E002147,丘神勣被诛,司法,691年正月,,丘神勣|中宗,左金吾大将军丘神勣因罪被处死。,丘神勣誅,左金吾大將軍丘神勣以罪誅。,0.99,Event
E002148,史务滋自杀,司法,691年正月庚子,,史務滋|來俊臣|中宗,史务滋与来俊臣同鞫刘行感案，被俊臣奏其欲寝反状，太后命俊臣并推，务滋恐惧自杀。,史務滋自殺,納言史務滋與來俊臣同鞫劉行感獄...太后命俊臣並推之，庚子，務滋恐懼自殺。,0.99,Event
E002149,酷吏暴行记载,司法,691年,,周興|索元禮|來俊臣,周兴、索元礼各杀数千人，来俊臣破千余家；索元礼因残酷尤甚被太后杀以慰人望。,索元禮被殺,興與索元禮、來俊臣競為暴刻，興、元禮所殺各數千人，俊臣所破千餘家。元禮殘酷尤甚，太后亦殺之以慰人望。,0.99,Event
E002150,立光顺为义丰王并赐姓幽闭,宗室,691年,,光順|守禮|永安王|長信縣主|中宗,立故太子贤子光顺为义丰王；光顺、守礼、守义、长信县主等赐姓武氏，与睿宗诸子幽闭宫中十余年。,光順立為義豐王|賜姓武氏|幽閉宮中,立故太子賢之子光順為義豐王。|義豐王光順、嗣雍王守禮、永安王守義、長信縣主等皆賜姓武氏，與睿宗諸子皆幽閉宮中，不出門庭者十餘年。,0.99,Event
E002151,王庆之请立武承嗣为太子及被杖杀,政治,691年,光政門,王慶之|中宗|中宗|李昭德,王庆之等数百人上表请立武承嗣为皇太子，太后谕遣不从；李昭德奉命杖杀王庆之于光政门外。,王慶之被杖殺|其黨乃散,鳳閣舍人修武張嘉福使洛陽人王慶之等數百人上表，請立武承嗣為皇太子。|王慶之見太后...太后乃以印紙遺之...命鳳閣侍郎李昭德賜慶之杖。昭德引出光政門外...命撲之...然後杖殺之，其黨乃散。,0.99,Event
E002152,李昭德谏太后传子不传侄,谏议,691年,,李昭德|中宗,李昭德谏言皇嗣为太后之子，天下当传子孙，不可立侄为嗣，并言天皇顾托之意；太后以为然。,太后亦以為然,昭德因言於太后曰：「天皇，陛下之夫；皇嗣，陛下之子...豈得以侄為嗣乎！...」太后亦以為然。,0.99,Event
E002153,岑长倩、格辅元、欧阳通被诬诛杀,政治,691年十月己酉,,岑長倩|格輔元|歐陽通|中宗|來俊臣,岑长倩、格辅元因反对立武承嗣为太子忤诸武意，被承嗣谮毁，来俊臣胁迫岑灵原诬引欧阳通等数十人同反，皆坐诛。,岑長倩誅|格輔元誅|歐陽通誅,文昌右相、同鳳閣鸞台三品岑長倩以皇嗣在東宮，不宜有此議...由是大忤諸武意...承嗣又譖輔元。來俊臣又脅長倩子靈原，令引司禮卿兼判納言事歐陽通等數十人，皆雲同反...冬，十月，己酉，長倩、輔元、通等皆坐誅。,0.99,Event
E002154,李安静拒劝进被杀,司法,691年十月壬辰,,李安靜|來俊臣|中宗,李安静作为唐家老臣，独拒百官劝进表；下狱后面对来俊臣诘问，直言‘须杀即杀’，终被杀。,李安靜被殺,壬辰，殺鸞台侍郎、同平章事樂思晦、右衛將軍李安靜。...太后將革命，王公百官皆上表勸進，安靜獨正色拒之。及下制獄，來俊臣詰其反狀，安靜曰：「以我唐家老臣，須殺即殺！若問謀反，實無可對！」俊臣竟殺之。,0.99,Event
E002155,狄仁杰议学生乞假事,政议,691年,,狄仁傑|中宗|王循之,太学生王循之乞假还乡，太后许之；狄仁杰谏言生杀之柄不可假人，学生请假应由有司处理，建议立制；太后善之。,太后善之,太學生王循之上表，乞假還鄉，太后許之。狄仁傑曰：「臣聞君人者唯殺生之柄不假人...」太后善之。,0.99,Event
E002156,唐纪二十一纪事时间范围,文献纪年范围,692年-696年,,,本卷记载历史时间起于玄黓執徐年，止于柔兆涒灘年，共计五年。,,【唐紀二十一】　起玄黓執徐，盡柔兆涒灘，凡五年。,0.9,Event
E002157,太后享万象神宫,祭祀,692年正月戊辰日,萬象神宮,中宗,太后于万象神宫举行祭祀仪式。,,正月，戊辰朔，太后享萬象神宮。,0.95,Event
E002158,立瑕为于阗王,册封,692年腊月,于闐,中宗|尉遲瑕|尉遲伏闍雄(已故),册立已故于阗王尉遲伏闍雄之子瑕继承王位。,瑕成为于阗王,臘月，立故于闐王尉遲伏闍雄之子瑕為于闐王。,0.9,Event
E002159,存抚使举人引见与试官制度始行,人事制度,692年正月丁卯日,,中宗|存撫使所舉人|沈全交|紀先知,太后引见存抚使所举人员，不问贤愚悉加擢用，高者试凤阁舍人等职；时人讥讽试官泛滥，沈全交续谚语被御史弹劾，太后释其罪。,试官制度开始|沈全交获释,春，一月，丁卯，太后引見存撫使所舉人...試官自此始。...有舉人沈全交續之曰...為御史紀先知所擒...太后笑曰：「但使卿輩不濫，何恤人言！宜釋其罪。」,0.9,Event
E002160,郭霸尝粪谄魏元忠,谄媚事件,692年（正月后）,,郭霸|魏元忠,郭霸探病时尝魏元忠粪便称苦可愈，魏元忠深恶之并广为告知。,魏元忠厌恶郭霸,中丞魏元忠病，霸往問之，因嘗其糞，喜曰：「大夫糞甘則可憂；今苦，無傷也。」元忠大惡之，遇人輒告之。,0.95,Event
E002161,来俊臣诬告狄仁杰等谋反案,政治诬陷,692年正月,,來俊臣|狄仁傑|魏元忠|任知古|裴行本|裴宣禮|盧獻|李嗣真|王德壽|侯思止|樂思晦男|中宗,来俊臣罗织罪名诬告七名高官谋反，诱供、酷刑逼认；狄仁杰裂衣书冤由子呈递，乐思晦幼子上变谏言，太后召问后识破诈表，贬谪七人。,七人被贬岭南或地方|来俊臣诬陷未遂,左台中丞來俊臣羅告同平章事任知古、狄仁傑...謀反。...仁傑裂衾帛書冤狀...樂思晦男未十歲...上變...太后意稍寤，召見仁傑等...出此七族。庚午，貶知古江夏令...流行本、嗣真於嶺南。,0.95,Event
E002162,李昭德谏武承嗣罢政,朝政谏议,692年七月戊寅日,,李昭德|中宗|中宗,李昭德密谏武承嗣权侔人主恐危天位，太后纳谏罢其政事，同时擢升李昭德等为相。,武承嗣罢政|李昭德等拜相,夏官侍郎李昭德密言於太后曰：「魏王承嗣權太重...」...秋，七月，戊寅，以文昌左相...武承嗣為特進...以...李昭德為鳳閣侍郎...同平章事。,0.9,Event
E002163,禁屠杀令与张德杀羊事件,政令与司法,692年五月丙寅日后,（宫廷）,中宗|張德|杜肅,太后禁屠杀捕鱼虾，右拾遗张德私杀羊庆生，补阙杜肃告发；太后当朝示肃表，斥其告密，称‘召客须择人’。,杜肃惭愧|太后申明吉凶不预禁令,五月，丙寅，禁天下屠殺及捕魚蝦...右拾遺張德，生男三日，私殺羊會同僚，補闕杜肅懷一餤，上表告之。...太后曰：「朕禁屠宰，吉凶不預。然卿自今召客，亦須擇人。」出肅表示之。,0.95,Event
E002164,王孝杰破吐蕃复安西四镇,军事行动,692年十月丙戌日,龜茲,王孝傑|阿史那忠節|吐蕃,王孝杰与阿史那忠节率军大破吐蕃，收复龟兹、于阗、疏勒、碎叶四镇，重置安西都护府于龟兹并戍守。,安西四镇收复|安西都护府重置,敕以孝傑為武威軍總管，與左武衛大將軍阿史那忠節將兵擊吐蕃。冬，十月，丙戌，大破吐蕃，復取四鎮，置安西都護府於龜茲，發兵戍之。,0.95,Event
E002165,万象神宫祭祀,祭祀典礼,693年正月初一（壬辰）,萬象神宮,中宗|中宗|中宗,太后亲自主持万象神宫祭祀，自创神宫乐，动用舞者九百人，魏王承嗣任亚献，梁王三思任终献。,典礼完成,正月，壬辰朔，太后享萬象神宮，以魏王承嗣為亞獻，梁王三思為終獻。太后自製神宮樂，用舞者九百人。,0.95,Event
E002166,刘氏、窦氏被诬杀,宫廷冤案,693年正月初二（癸巳）,嘉豫殿、宮中,中宗|戶婢團兒|中宗|竇氏,团儿因怨恨皇嗣，诬告皇嗣妃刘氏、德妃窦氏行厌咒之术；二人朝见太后后被杀，埋于宫中。,刘氏、窦氏死亡，下落不明；团儿后被太后处死,戶婢團兒為太后所寵信，有憾於皇嗣，乃譖皇嗣妃劉氏、德妃竇氏為厭咒。癸巳，妃與德妃朝太后於嘉豫殿，既退，同時殺之，瘞於宮中，莫知所在。團兒復欲害皇嗣，有言其情於太后者，太后乃殺團兒。,0.95,Event
E002167,庞氏冤案与徐有功谏争,司法案件,693年,潤州、宫中,龐氏|薛季昶|徐有功|中宗|希瑊,德妃母庞氏被奴诬告行妖异，薛季昶诬奏其与德妃同诅咒；徐有功上奏辩冤，被诬阿党，面临绞刑仍坚持；太后召问后减庞氏死罪。,庞氏及三子流放岭南；孝谌贬罗州司马；徐有功除名,德妃父孝諶為潤州刺史...下監察御史龍門薛季昶按之...有功牒所司停刑，上奏論之...太后召有功...由是龐氏得減死，與其三子皆流嶺南，孝諶貶羅州司馬，有功亦除名。,0.9,Event
E002168,安金藏剖心证皇嗣清白,忠谏事件,693年正月（甲寅后）,宫中,安金藏|來俊臣|中宗|中宗,来俊臣鞫问皇嗣左右，安金藏为证皇嗣无谋反，当庭剖胸出血；太后命救治，叹曰‘吾有子不能自明’，命停推。,皇嗣免罪；安金藏获救,太常工人京兆安金藏大呼謂俊臣曰：「公既不信金藏之言，請剖心以明皇嗣不反。」即引佩刀自剖其胸...太后親臨視之...既命俊臣停推。睿宗由是得免。,0.95,Event
E002169,流人屠杀事件,政治迫害,693年,廣州及诸道,萬國俊|劉光業|王德壽|中宗,万国俊至广州矫诏令流人自尽，驱至水曲尽斩三百余人；返奏后，太后遣多人效仿，各道流人被大量杀害；后太后知滥杀，下诏流人未死者及家属还乡。,流人大量死亡；万国俊等获赏后相继死或流窜,或告嶺南流人謀反...國俊至廣州，悉召流入，矯制賜自盡...一朝殺三百餘人...光業殺七百人，德壽殺五百人...太后頗知其濫，制：「六道流人未死者並家屬皆聽還鄉里。」國俊等亦相繼死，或得罪流竄。,0.9,Event
E002170,加尊号与追尊先祖,礼仪典礼,693年九月乙未至庚子,衛象神宮,中宗|魏王承嗣等五千人,魏王承嗣等五千人表请加尊号；太后御卫象神宫受“金轮圣神皇帝”尊号，赦天下，作七宝；追尊昭安皇帝等先祖帝号。,尊号确立；大赦；追尊完成,魏王承嗣等五千人表請加尊號曰金輪聖神皇帝。乙未，太后御衛象神宮，受尊號，赦天下。作金輪等七寶...庚子，追尊昭安皇帝曰渾元昭安皇帝...,0.95,Event
E002171,睿宗诸子降封,宗室处置,693年臘月丁卯日,,中宗|中宗|成義|中宗|隆范|隆業,太后降封睿宗（皇嗣）五子王爵：成器为寿春王，成义为衡阳王，隆基为临淄王，隆范为巴陵王，隆业为彭城王。,五子王爵变更,臘月，丁卯，降皇孫成器為壽春王，恆王成義為衡陽王，楚王隆基為臨淄王，衛王隆范為巴陵王，趙王隆業為彭城王，皆睿宗之子也。,0.95,Event
E002172,棣州河溢,自然灾害,693年五月初（癸丑）,棣州,,棣州发生河水泛滥灾害。,二千余户受灾,五月，癸丑，棣州河溢，流二千餘家。,0.95,Event
E002173,太后享萬象神宮,祭祀,694年正月丙戌日,萬象神宮,中宗,太后在万象神宫举行祭祀仪式,,正月，丙戌，太后享萬象神宮。,0.9,Event
E002174,默啜自立為突厥可汗,政权更迭,694年,,默啜|骨篤祿,突厥可汗骨篤祿卒，其弟默啜自立为可汗,默啜成为突厥可汗,突厥可汗骨篤祿卒，其子幼，弟默啜自立為可汗。,0.9,Event
E002175,默啜寇靈州,军事入侵,694年腊月甲戌日,靈州,默啜,突厥可汗默啜率军入侵灵州,,臘月，甲戌，默啜寇靈州。,0.9,Event
E002176,李多祚擊破室韋,军事行动,694年,,李多祚|室韋,室韦反叛，右鹰扬卫大将军李多祚率军击破,室韦被平定,室韋反，遣右鷹揚衛大將軍李多祚擊破之。,0.9,Event
E002177,王孝傑破吐蕃與突厥聯軍,军事胜利,694年二月,泠泉、大嶺,王孝傑|孛文論贊刃|俀子|韓思忠|泥熟俟斤,王孝杰在泠泉及大岭击败吐蕃孛文论赞刃、突厥可汗俀子等三万余人；韩思忠破泥熟俟斤万余人,吐蕃与突厥联军被击溃,武威道總管王孝傑破吐蕃孛文論贊刃、突厥可汗俀子等於泠泉及大嶺，各三萬餘人，碎葉鎮守使韓思忠破泥熟俟斤等萬餘人。,0.9,Event
E002178,上尊號與受尊號大典,礼仪庆典,694年五月甲午日,則天門樓,中宗|中宗,魏王承嗣等二万六千余人上尊号'越古金轮圣神皇帝'，太后御则天门楼受尊号，大赦天下并改元,太后受尊号|赦天下|改元,五月，魏王承嗣等二萬六千餘人上尊號曰越古金輪聖神皇帝。甲午，御則天門樓受尊號，赦天下，改元。,0.9,Event
E002179,永昌蠻酋薰期内附,归附,694年六月癸丑日,永昌,永昌蠻酋|裴懷古,永昌蛮酋薰期率部落二十余万户归附唐朝（背景：裴怀古 earlier 安集西南蛮）,西南蛮内附,六月，癸丑，永昌蠻酋薰期帥部落二十餘萬戶內附。,0.9,Event
E002180,韋什方任相與罷遣,人事任免,694年七月癸未日至八月,,韋什方|中宗,韦什方被任命为正谏大夫、同平章事；八月乞还山，诏令罢遣,韦什方短暂任相后归山,秋，七月，癸未，以什方為正諫大夫、同平章事...|八月，什方乞還山，制罷遣之。,0.9,Event
E002181,李昭德被貶,政治贬谪,694年九月壬寅日,,李昭德|前魯王府功曹參軍丘愔|鄧注|中宗,丘愔上疏、邓注著《石论》攻李昭德专权，太后恶之，贬李昭德为南宾尉，后流窜,李昭德被贬黜,前魯王府功曹參軍丘愔上疏攻之...|壬寅，貶昭德為南賓尉，尋又免死流竄。,0.9,Event
E002182,鑄造天樞,工程营造,694年,端門,中宗|姚璹|四夷酋長,武三思率四夷酋长请铸铜铁天枢立于端门外，铭纪功德，黜唐颂周；姚璹为督作使，征民间农器补铜铁,天枢立于端门,武三思帥四夷酋長請鑄銅鐵為天樞，立於端門之外，銘紀功德，黜唐頌周；以姚璹為督作使。諸胡聚錢百萬億，買銅鐵不能足，賦民間農器以足之。,0.9,Event
E002183,嶺南獠反與討伐,平叛军事,694年,嶺南,張玄遇|獠,岭南獠反叛，任命容州都督张玄遇为桂永等州经略大使讨伐,张玄遇受命平叛,嶺南獠反，以容州都督張玄遇為桂、永等州經略大使以討之。,0.9,Event
E002184,太后加号改元,加封与改元,695年正月初一,,中宗,太后加号慈氏越古金轮圣神皇帝，大赦天下，改年号为证圣。,年号改为证圣,正月，辛巳朔，太后加號慈氏越古金輪聖神皇帝，赦天下，改元證聖。,0.9,Event
E002185,奏劾贬官事件,政治处置,695年正月,,周允元|皇甫文備|豆盧欽望|韋巨源|杜景儉|蘇味道|陸元方|中宗,周允元与皇甫文备奏劾豆卢钦望等五人附会李昭德、不能匡正朝政，太后下令将五人分别贬至赵州、麟州、溱州、集州、绥州任刺史。,豆盧欽望貶趙州|韋巨源貶麟州|杜景儉貶溱州|蘇味道貶集州|陸元方貶綏州刺史,周允元與司刑少卿皇甫文備奏內史豆盧欽望、同平章事韋巨源、杜景儉、蘇味道、陸元方附會李昭德，不能匡正，欽望貶趙州，巨源貶麟州，景儉貶溱州，味道貶集州，元方貶綏州刺史。,0.9,Event
E002186,明堂火灾,火灾,695年正月丙申日夜,天堂、明堂,怀义,僧怀义因嫉妒御医沈南□翏得宠，于丙申日夜秘密焚烧天堂，火势蔓延至明堂，全城火光照如白昼，至天明建筑尽毁，暴风将血绘大像裂为数百段。,天堂焚毁|明堂焚毁|血像碎裂,時御醫沈南□翏亦得幸於太后，懷義心慍，是夕，密燒天堂，延及明堂。火照城中如晝，比明皆盡，暴風裂血像為數百段。,0.9,Event
E002187,无遮会与血像展示,宗教活动,695年正月乙未至丙申,朝堂、天津桥,中宗|怀义,乙未日于朝堂作无遮会，凿地五丈设彩殿，佛像自坑中引出称地涌；以牛血绘高二百尺大像，称怀义刺膝血所作；丙申日将像张挂于天津桥南设斋。,血像展示|引发后续火灾,乙未，作無遮會於朝堂，鑿地為坑，深五丈，結綵為宮殿，佛像皆於坑中引出之，雲自地湧出。又殺牛取血，畫大像，首高二百尺，雲懷義刺膝血為之。丙申，張像於天津橋南，設齋。,0.9,Event
E002188,处置僧怀义及其党羽,司法处置,695年正月,,中宗|周矩|怀义,周矩调查怀义奸谋并奏报，太后称怀义病风不予追究，但下令将怀义所度千名力士僧人流放远州，并迁周矩为天官员外郎。,所度僧悉流远州|周矩迁天官员外郎,侍御史周矩疑有奸謀，固請按之。太后曰：「卿姑退，朕即令往。」...矩具奏其狀，太后曰：「此道人病風，不足詰，所度僧，惟卿所處。」悉流遠州。遷矩天官員外郎。,0.9,Event
E002189,处置河内老尼与武什方,司法处置,695年正月（明堂火后）,麟趾寺,中宗|老尼|武什方,明堂火灾后，老尼入宫唁问被太后斥责遣返河内；后太后召其回麟趾寺，命给使掩捕其弟子及胡人，没为官婢；武什方闻事发在偃师自缢。,老尼弟子尽捕没官婢|武什方自缢,及明堂火，尼入唁太后，太后怒叱之...太后乃復召尼還麟趾寺，弟子畢集，敕給使掩捕，盡獲之，皆沒為官婢。什方還，至偃師，聞事露，自絞死。,0.9,Event
E002190,告庙求直言,政治举措,695年正月庚子日,,中宗|劉承慶|劉知幾,太后因明堂火灾告祭宗庙，下制求直言；刘承庆上疏谏停酺宴、罢佛舍；刘知几上表陈四事（节赦、息阶勋、沙汰冗官、稳定刺史任期），太后嘉纳。,刘知几疏被嘉纳|著《思慎赋》,庚子，以明堂火告廟，下制求直言。劉承慶上疏...獲嘉主簿彭城劉知幾表陳四事...疏奏，太后頗嘉之。,0.9,Event
E002191,诛杀僧怀义,处决,695年二月壬子日,瑤光殿,中宗|武攸暨|怀义,因怀义焚明堂后骄恣不顺，太后密选宫人防备，壬子日于瑶光殿前树下命武攸宁率壮士将其殴杀，尸体送白马寺焚造塔。,僧怀义被杀|尸体焚造塔,僧懷義益驕恣，太后惡之。既焚明堂，心不自安，言多不順；太后密選宮人有力者百餘人以防之。壬子，執之於瑤光殿前樹下，使建昌王武攸寧師壯士毆殺之，送屍白馬寺，焚之以造塔。,0.9,Event
E002192,太后去号,去尊号,695年二月甲子日,,中宗,太后去除“慈氏越古”尊号。,尊号简化,甲子，太后去「慈氏越古」之號。,0.9,Event
E002193,天枢建成,建筑落成,695年四月,,毛婆羅|中宗|中宗,天枢建成，高一百五尺，铁山为基，铜铸蟠龙麒麟，腾云承露盘，刻百官及四夷酋长名，太后亲书榜文“大周万国颂德天枢”。,天枢落成,夏，四月，天樞成，高一百五尺，逕十二尺，八面，各徑五尺。下為鐵山，周百七十尺，以銅為蟠龍麒麟縈繞之；上為騰雲承露盤，逕三丈，四龍人立捧火珠，高一丈。工人毛婆羅造模，武三思為文，刻百官及四夷酋長名，太后自書其榜曰「大周萬國頌德天樞」。,0.9,Event
E002194,祭天加号改元,祭祀与改元,695年九月甲寅日,南郊,中宗,太后于南郊合祭天地，加号天册金轮大圣皇帝，大赦天下，改元（万岁通天）。,加号天册金轮大圣皇帝|改元,九月，甲寅，太后合祭天地於南郊，加號天冊金輪大聖皇帝，赦天下，改元。,0.9,Event
E002195,默啜请降受封,外交册封,695年十月,,默啜|中宗,突厥默啜遣使请降，太后喜悦，册授其为左卫大将军、归国公。,默啜受封归国公,冬，十月，突厥默啜遣使請降，太后喜，冊授左衛大將軍、歸國公。,0.9,Event
E002196,封禪嵩山大典,祭祀,696年腊月,神岳、少室山、朝覲壇,中宗,太后自神都出发，封神岳，禅少室，御朝觐坛受贺，还宫，谒太庙。,赦天下|改元萬歲登封|免天下百姓当年租税|大酺九日,臘月，甲戌，太后發神都；甲申，封神岳；赦天下，改元萬歲登封，天下百姓無出今年租稅；大酺九日。丁亥，禪於少室；己丑，御朝覲壇受賀；癸巳，還宮；甲午，謁太廟。,0.9,Event
E002197,素羅汗山之戰,戰爭,697年三月壬寅,素羅汗山,王孝傑|婁師德|論欽陵|贊婆|唐軍|吐蕃軍,唐軍與吐蕃軍交戰，唐兵大敗。,王孝傑免為庶人|婁師德貶原州員外司馬,三月，壬寅，王孝傑、婁師德與吐蕃將論欽陵贊婆戰於素羅汗山，唐兵大敗；孝傑坐免為庶人，師德貶原州員外司馬。,0.9,Event
E002198,營州契丹反叛,叛亂,697年五月壬子,營州,李盡忠|孫萬榮|趙文翽,李盡忠、孫萬榮因趙文翽苛待契丹而舉兵反，攻陷營州，殺都督趙文翽。,營州陷落|趙文翽被殺|唐廷遣將征討,夏，五月，壬子，營州契丹松漠都督李盡忠、歸誠州刺史孫萬榮舉兵反，攻陷營州，殺都督趙文翽。盡忠，萬榮之妹夫也，皆居於營州城側。文翽剛愎，契丹饑不加賑給，視酋長如奴僕，故二人怨而反。,0.9,Event
E002199,硤石谷之戰,戰爭,697年八月丁酉,硤石谷、黃獐谷,曹仁師|張玄遇|麻仁節|契丹軍,契丹用詐降計誘唐軍輕進，設伏橫擊，生擒唐將，並偽造軍牒誘後續唐軍中伏。,唐軍大敗|張玄遇、麻仁節被俘|燕匪石等部全軍覆沒,八月，丁酉，曹仁師、張玄遇、麻仁節與契丹戰於硤石谷，唐兵大敗。...契丹設伏橫擊之，飛索以絲□玄遇、仁節，生獲之...契丹得軍印，詐為牒...契丹伏兵於中道邀之，全軍皆沒。,0.9,Event
E002200,郭元振議對吐蕃,外交,697年,,郭元振|論欽陵|中宗,吐蕃請罷安西四鎮戍兵並求分十姓突厥之地，郭元振上疏分析利害，主張以計緩之。,太后採納建議，未允吐蕃所請,吐蕃將論欽陵請罷安西四鎮戍兵，並求分十姓突厥之地。元振曰：「四鎮、十姓與吐蕃種類本殊...」...元振上疏...太后從之。,0.9,Event
E002201,太后享通天宫,祭祀,697年正月己亥日,通天宫,中宗,太后于正月初一在通天宫举行祭祀,,正月，己亥朔，太后享通天宮。,0.95,Event
E002202,默啜寇灵州与许钦明示警,军事冲突,697年正月,灵州,默啜|許欽明,突厥默啜进犯灵州，挟持许钦明至城下，钦明以求酱、米、墨暗号示意城中夜袭，但无人领会,许钦明被俘，城中未响应,突厥默啜寇靈州，以許欽明自隨。欽明至城下大呼，求美醬、粱米及墨，意欲城中選良將……而城中無諭其意者。,0.95,Event
E002203,刘思礼綦连耀谋反案,政治案件,697年正月,,劉思禮|綦連耀|吉頊|來俊臣|武懿宗|李元素|孫元亨|石抱忠|劉奇|周譒|王勉|王助,刘思礼受术士张憬藏蛊惑，与綦连耀谋反，结交朝士；吉顼告发，武懿宗主审，诱供牵连三十六家名士,壬戌日三十六家族诛，连坐流窜千余人；刘思礼事后被收杀,箕州刺史劉思禮學相人於術士張憬藏……凡三十六家，皆海內名士，窮楚毒以成其獄。壬戌，皆族誅之，親舊連坐流竄者千餘人。初，懿宗寬思禮於外……然後收思禮，思禮悔之。,0.95,Event
E002204,张易之兄弟得宠,宫廷事件,697年,宫廷,張易之|張昌宗|太平公主|中宗|中宗|中宗|宗楚客,太平公主荐张昌宗入侍，昌宗复荐其兄易之，兄弟得武则天宠幸，武氏宗亲争相巴结,易之任司卫少卿，昌宗任散骑常侍；母受封太夫人；李迥秀被敕为臧氏私夫,太平公主薦易之弟昌宗入侍禁中……兄弟皆得幸於太后……武承嗣、三思、懿宗、宗楚客、晉卿皆侯易之門庭，爭執鞭轡，謂易之為五郎，昌宗為六郎。,0.95,Event
